ids,context_name,context_typology,chronology,funerary_function,context_id,Morphology,Functional_class,Region
QTRR_FNTNL_0747,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0748,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0749,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0750,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0751,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0752,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0753,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0754,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0755,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0756,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0757,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0758,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0759,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0760,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0761,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0762,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0763,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0764,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0765,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0766,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0767,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0768,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0769,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0770,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0771,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0772,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0773,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0774,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0775,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0776,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0777,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0778,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0779,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0780,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0781,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0782,Quattro Fontanili,Funerary,EIA2,Grave good,531,,,Etruria
QTRR_FNTNL_0783,Quattro Fontanili,Funerary,EIA2,Grave good,531,,,Etruria
QTRR_FNTNL_0784,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0785,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0786,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0787,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0788,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0789,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0790,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0791,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0792,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0793,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0794,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0795,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0796,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0797,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0798,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0799,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0800,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0801,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0802,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0803,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0804,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0805,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0806,Quattro Fontanili,Funerary,EIA2,Grave good,531,,,Etruria
QTRR_FNTNL_0807,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0808,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0809,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0810,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0811,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0812,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0813,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0814,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0815,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0816,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0817,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0818,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0819,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0820,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0821,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0822,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0823,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0824,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0825,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0826,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0827,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0828,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0829,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0830,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0831,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0832,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0833,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0834,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0835,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0836,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0837,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0838,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0839,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0840,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0841,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0842,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0843,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0844,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0845,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0846,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0847,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0848,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0849,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0850,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0851,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0852,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0853,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0854,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0855,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0856,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0857,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0858,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0859,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0860,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0861,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0862,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0863,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0864,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0865,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0866,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0867,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0868,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0869,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0870,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0871,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0872,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0873,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0874,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0875,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0876,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0877,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0878,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0879,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0880,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0881,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0882,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0883,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0884,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0885,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0886,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0887,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0888,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0889,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0890,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0891,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0892,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0893,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0894,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0895,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0896,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0897,Quattro Fontanili,Funerary,EIA2,Urn,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0898,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0899,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0900,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0901,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0902,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0903,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0904,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0905,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0906,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0907,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0908,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0909,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0910,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0911,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0912,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0913,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0914,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0915,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0916,Quattro Fontanili,Funerary,EIA2,Grave good,531,,,Etruria
QTRR_FNTNL_0917,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0918,Quattro Fontanili,Funerary,EIA2,Urn,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0919,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0920,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0921,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0922,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0923,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0924,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0925,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0926,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0927,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0928,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0929,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0930,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0931,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0932,Quattro Fontanili,Funerary,EIA2,Urn,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0933,Quattro Fontanili,Funerary,EIA2,Cover,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0934,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0935,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0936,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0937,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0938,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0939,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0940,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0941,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0942,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0943,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0944,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0945,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0946,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0947,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0948,Quattro Fontanili,Funerary,EIA2,Urn,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0949,Quattro Fontanili,Funerary,EIA2,Cover,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0950,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0951,Quattro Fontanili,Funerary,OP,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0952,Quattro Fontanili,Funerary,OP,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0953,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0954,Quattro Fontanili,Funerary,EIA2,Urn,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0955,Quattro Fontanili,Funerary,EIA2,Urn,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0956,Quattro Fontanili,Funerary,EIA2,Cover,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0957,Quattro Fontanili,Funerary,EIA2,Urn,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0958,Quattro Fontanili,Funerary,EIA2,Cover,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0959,Quattro Fontanili,Funerary,EIA1,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0960,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0961,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0962,Quattro Fontanili,Funerary,EIA2,Urn,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0963,Quattro Fontanili,Funerary,EIA2,Urn,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0964,Quattro Fontanili,Funerary,EIA2,Cover,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0965,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0966,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0967,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0968,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0969,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0970,Quattro Fontanili,Funerary,EIA2,Cover,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0971,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0972,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0973,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0974,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0975,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0976,Quattro Fontanili,Funerary,EIA2,Urn,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0977,Quattro Fontanili,Funerary,EIA2,Cover,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0978,Quattro Fontanili,Funerary,EIA2,Cover,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0979,Quattro Fontanili,Funerary,EIA2,Cover,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0980,Quattro Fontanili,Funerary,EIA2,Urn,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0981,Quattro Fontanili,Funerary,EIA2,Urn,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0982,Quattro Fontanili,Funerary,EIA2,Cover,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0983,Quattro Fontanili,Funerary,EIA2,Cover,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0984,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0985,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 2,Etruria
QTRR_FNTNL_0986,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0987,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0988,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 4,Etruria
QTRR_FNTNL_0989,Quattro Fontanili,Funerary,EIA2,Grave good,531,Closed shape,Class 2,Etruria
QTRR_FNTNL_0990,Quattro Fontanili,Funerary,EIA2,Urn,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0991,Quattro Fontanili,Funerary,EIA2,Urn,531,Closed shape,Class 3,Etruria
QTRR_FNTNL_0992,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0993,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
QTRR_FNTNL_0994,Quattro Fontanili,Funerary,EIA2,Grave good,531,Open shape,Class 1,Etruria
