ids,context_name,context_typology,chronology,funerary_function,context_id,Morphology,Functional_class,Region
OSTS_1016,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1017,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1018,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 2,Latium
OSTS_1019,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1020,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1021,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1022,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1023,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1024,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1025,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1026,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1027,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1028,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1029,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1030,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1031,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1032,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1033,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1034,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1035,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1036,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1037,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1038,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1039,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1040,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1041,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1042,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1043,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1044,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1045,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1046,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1047,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1048,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1049,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1050,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1051,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1052,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1053,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1054,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1055,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1056,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1057,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1058,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1059,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1060,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1061,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1062,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1063,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1064,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1065,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1066,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1067,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1068,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1069,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1070,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1071,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 2,Latium
OSTS_1072,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1073,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1074,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1075,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1076,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1077,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1078,Osteria dell'Osa,Funerary,EIA1,Urn,64,Closed shape,Class 3,Latium
OSTS_1079,Osteria dell'Osa,Funerary,EIA1,Cover,64,Open shape,Class 1,Latium
OSTS_1080,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1081,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1082,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1083,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1084,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1085,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1086,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1087,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1088,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1089,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1090,Osteria dell'Osa,Funerary,EIA1,Urn,64,Closed shape,Class 3,Latium
OSTS_1091,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1092,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1093,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1094,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1095,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1096,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1097,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1098,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1099,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1100,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1101,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1102,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1103,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1104,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1105,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1106,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1107,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1108,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1109,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1110,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1111,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1112,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1113,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1114,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1115,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1116,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1117,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1118,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1119,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1120,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1121,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1122,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1123,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1124,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1125,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1126,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1127,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1128,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1129,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1130,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1131,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1132,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1133,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1134,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1135,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1136,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1137,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1138,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 2,Latium
OSTS_1139,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1140,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1141,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1142,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1143,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1144,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1145,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1146,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1147,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1148,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1149,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1150,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1151,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1152,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1153,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1154,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1155,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1156,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1157,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1158,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1159,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1160,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1161,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1162,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1163,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1164,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1165,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1166,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1167,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1168,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1169,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1170,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1171,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1172,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1173,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1174,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1175,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1176,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1177,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1178,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1179,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1180,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1181,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1182,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1183,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1184,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1185,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1186,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1187,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1188,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1189,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1190,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1191,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1192,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1193,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1194,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1195,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1196,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1197,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1198,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1199,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1200,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1201,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1202,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1203,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1204,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1205,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1206,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1207,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1208,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1209,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 2,Latium
OSTS_1210,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1211,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1212,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1213,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1214,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1215,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1216,Osteria dell'Osa,Funerary,EIA1,Grave good,64,,,Latium
OSTS_1217,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1218,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1219,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1220,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1221,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1222,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1223,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1224,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1225,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1226,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1227,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1228,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1229,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1230,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1231,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1232,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1233,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1234,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1235,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1236,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1237,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1238,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1239,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1240,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1241,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1242,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1243,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1244,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1245,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1246,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1247,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1248,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1249,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1250,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1251,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1252,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1253,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1254,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1255,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1256,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1257,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1258,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1259,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1260,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1261,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1262,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1263,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1264,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1265,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1266,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1267,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1268,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1269,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1270,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1271,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1272,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1273,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1274,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1275,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 4,Latium
OSTS_1276,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Closed shape,Class 3,Latium
OSTS_1277,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1278,Osteria dell'Osa,Funerary,EIA1,Urn,64,Closed shape,Class 4,Latium
OSTS_1279,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 1,Latium
OSTS_1280,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
OSTS_1281,Osteria dell'Osa,Funerary,EIA1,Grave good,64,Open shape,Class 2,Latium
